"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"992","Golden State Warriors","3/28/17",2016,1,3,58,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",73,237,"Stephen Curry",1
"993","Golden State Warriors","1/2/17",2016,1,0,27,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Denver Nuggets",-181,203,"Stephen Curry",4
"994","Golden State Warriors","3/18/17",2016,3,2,18,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",138,229,"Stephen Curry",10
"995","Golden State Warriors","3/18/17",2016,1,4,53,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-207,156,"Stephen Curry",0
"996","Golden State Warriors","1/25/17",2016,4,1,8,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",123,213,"Stephen Curry",15
"997","Golden State Warriors","1/25/17",2016,1,5,2,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",155,219,"Stephen Curry",-1
"998","Golden State Warriors","1/16/17",2016,2,2,34,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Cleveland Cavaliers",-187,120,"Stephen Curry",6
"999","Golden State Warriors","2/4/17",2016,3,9,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-101,228,"Stephen Curry",3
"1000","Golden State Warriors","12/25/16",2016,1,4,36,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",-235,90,"Stephen Curry",0
"1001","Golden State Warriors","11/10/16",2016,1,2,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",-148,205,"Stephen Curry",2
"1002","Golden State Warriors","1/25/17",2016,1,8,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",69,232,"Stephen Curry",-4
"1003","Golden State Warriors","3/29/17",2016,3,6,54,"shot_no","Pullup Jump shot","3PT Field Goal",28,"San Antonio Spurs",43,277,"Stephen Curry",6
"1004","Golden State Warriors","3/18/17",2016,1,3,22,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",94,252,"Stephen Curry",1
"1005","Golden State Warriors","3/2/17",2016,3,7,39,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Chicago Bulls",110,174,"Stephen Curry",5
"1006","Golden State Warriors","1/25/17",2016,3,2,35,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Charlotte Hornets",-89,203,"Stephen Curry",10
"1007","Golden State Warriors","12/15/16",2016,4,5,0,"shot_no","Pullup Jump shot","3PT Field Goal",27,"New York Knicks",6,272,"Stephen Curry",11
"1008","Golden State Warriors","3/14/17",2016,4,5,51,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",-158,223,"Stephen Curry",11
"1009","Golden State Warriors","3/14/17",2016,3,7,21,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",2,272,"Stephen Curry",5
"1010","Golden State Warriors","1/20/17",2016,2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",169,208,"Stephen Curry",3
"1011","Golden State Warriors","1/20/17",2016,2,0,39,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",141,136,"Stephen Curry",8
"1012","Golden State Warriors","3/18/17",2016,3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-163,193,"Stephen Curry",5
"1013","Golden State Warriors","2/11/17",2016,1,0,10,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-25,257,"Stephen Curry",4
"1014","Golden State Warriors","11/1/16",2016,3,1,11,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Portland Trail Blazers",102,198,"Stephen Curry",11
"1015","Golden State Warriors","3/6/17",2016,4,3,16,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",197,164,"Stephen Curry",13
"1016","Golden State Warriors","11/1/16",2016,3,3,22,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Portland Trail Blazers",228,11,"Stephen Curry",9
"1017","Golden State Warriors","11/7/16",2016,4,2,23,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",71,252,"Stephen Curry",14
"1018","Golden State Warriors","11/1/16",2016,3,6,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",64,252,"Stephen Curry",6
"1019","Golden State Warriors","2/4/17",2016,1,8,49,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",89,175,"Stephen Curry",-4
"1020","Golden State Warriors","3/2/17",2016,1,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",40,"Chicago Bulls",-132,380,"Stephen Curry",4
"1021","Golden State Warriors","11/7/16",2016,3,0,9,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"New Orleans Pelicans",-196,154,"Stephen Curry",12
"1022","Golden State Warriors","2/25/17",2016,1,9,39,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Brooklyn Nets",159,232,"Stephen Curry",-5
"1023","Golden State Warriors","1/2/17",2016,3,11,27,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",120,151,"Stephen Curry",1
"1024","Golden State Warriors","1/22/17",2016,3,0,5,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Orlando Magic",-65,282,"Stephen Curry",12
"1025","Golden State Warriors","12/8/16",2016,4,5,26,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Utah Jazz",102,169,"Stephen Curry",11
"1026","Golden State Warriors","2/25/17",2016,1,4,17,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",-102,237,"Stephen Curry",0
"1027","Golden State Warriors","3/2/17",2016,3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",12,149,"Stephen Curry",10
"1028","Golden State Warriors","2/11/17",2016,2,4,54,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",148,188,"Stephen Curry",4
"1029","Golden State Warriors","3/2/17",2016,1,1,38,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-161,214,"Stephen Curry",3
"1030","Golden State Warriors","2/1/17",2016,3,0,4,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Charlotte Hornets",163,237,"Stephen Curry",12
"1031","Golden State Warriors","11/7/16",2016,3,3,59,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",-120,228,"Stephen Curry",9
"1032","Golden State Warriors","2/25/17",2016,4,2,31,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",-19,259,"Stephen Curry",14
"1033","Golden State Warriors","2/1/17",2016,2,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",150,223,"Stephen Curry",5
"1034","Golden State Warriors","2/28/17",2016,1,8,0,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Washington Wizards",81,169,"Stephen Curry",-4
"1035","Golden State Warriors","3/31/17",2016,4,2,22,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Houston Rockets",161,232,"Stephen Curry",14
"1036","Golden State Warriors","11/3/16",2016,3,3,23,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",230,26,"Stephen Curry",9
"1037","Golden State Warriors","2/1/17",2016,1,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Charlotte Hornets",-179,234,"Stephen Curry",4
"1038","Golden State Warriors","2/8/17",2016,3,3,59,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Chicago Bulls",87,144,"Stephen Curry",9
"1039","Golden State Warriors","12/30/16",2016,1,2,43,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Dallas Mavericks",50,257,"Stephen Curry",2
"1040","Golden State Warriors","11/1/16",2016,3,9,30,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Portland Trail Blazers",-210,203,"Stephen Curry",3
"1041","Golden State Warriors","11/1/16",2016,3,7,28,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Portland Trail Blazers",-2,288,"Stephen Curry",5
"1042","Golden State Warriors","3/16/17",2016,3,3,56,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",35,257,"Stephen Curry",9
"1043","Golden State Warriors","11/7/16",2016,1,4,32,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-184,203,"Stephen Curry",0
"1044","Golden State Warriors","2/23/17",2016,3,10,29,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",-156,213,"Stephen Curry",2
"1045","Golden State Warriors","2/2/17",2016,2,1,19,"shot_yes","Putback Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",1,18,"Stephen Curry",7
"1046","Golden State Warriors","11/25/16",2016,4,1,56,"shot_yes","Putback Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-16,8,"Stephen Curry",15
"1047","Golden State Warriors","11/4/16",2016,2,3,9,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1,"Stephen Curry",5
"1048","Golden State Warriors","11/1/16",2016,3,1,30,"shot_yes","Reverse Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-22,7,"Stephen Curry",11
"1049","Golden State Warriors","2/27/17",2016,3,6,32,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-9,7,"Stephen Curry",6
"1050","Golden State Warriors","11/10/16",2016,2,3,53,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Denver Nuggets",-17,2,"Stephen Curry",5
"1051","Golden State Warriors","11/1/16",2016,3,8,23,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",12,2,"Stephen Curry",4
"1052","Golden State Warriors","11/1/16",2016,2,3,3,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",10,3,"Stephen Curry",5
"1053","Golden State Warriors","2/27/17",2016,3,5,55,"shot_no","Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-2,18,"Stephen Curry",7
"1054","Golden State Warriors","10/28/16",2016,3,8,55,"shot_no","Reverse Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",-14,7,"Stephen Curry",4
"1055","Golden State Warriors","3/29/17",2016,2,5,19,"shot_no","Reverse Layup Shot","2PT Field Goal",2,"San Antonio Spurs",-22,2,"Stephen Curry",3
"1056","Golden State Warriors","11/1/16",2016,3,0,52,"shot_yes","Reverse Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",9,2,"Stephen Curry",12
"1057","Golden State Warriors","1/18/17",2016,3,0,41,"shot_no","Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",1,16,"Stephen Curry",12
"1058","Golden State Warriors","2/2/17",2016,1,7,19,"shot_yes","Reverse Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",6,18,"Stephen Curry",-3
"1059","Golden State Warriors","11/25/16",2016,2,4,17,"shot_no","Running Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Stephen Curry",4
"1060","Golden State Warriors","3/20/17",2016,1,8,13,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Stephen Curry",-4
"1061","Golden State Warriors","4/4/17",2016,3,8,11,"shot_yes","Running Dunk Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,1,"Stephen Curry",4
"1062","Golden State Warriors","12/20/16",2016,3,8,58,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",0,"Utah Jazz",-1,2,"Stephen Curry",4
"1063","Golden State Warriors","12/5/16",2016,2,4,2,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",1,"Indiana Pacers",-9,16,"Stephen Curry",4
"1064","Golden State Warriors","4/4/17",2016,1,3,4,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",0,3,"Stephen Curry",1
"1065","Golden State Warriors","3/16/17",2016,2,10,45,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",1,"Orlando Magic",-4,11,"Stephen Curry",-2
"1066","Golden State Warriors","1/8/17",2016,2,3,0,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",0,"Sacramento Kings",4,2,"Stephen Curry",5
"1067","Golden State Warriors","1/18/17",2016,1,5,58,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,2,"Stephen Curry",-1
"1068","Golden State Warriors","3/28/17",2016,1,3,29,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",-2,-11,"Stephen Curry",1
"1069","Golden State Warriors","2/1/17",2016,2,3,12,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",1,"Charlotte Hornets",9,11,"Stephen Curry",5
"1070","Golden State Warriors","1/6/17",2016,3,4,52,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",1,8,"Stephen Curry",8
"1071","Golden State Warriors","1/4/17",2016,2,0,5,"shot_yes","Running Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-4,26,"Stephen Curry",8
"1072","Golden State Warriors","11/7/16",2016,2,3,54,"shot_yes","Running Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-16,259,"Stephen Curry",5
"1073","Golden State Warriors","1/4/17",2016,2,2,52,"shot_no","Running Jump Shot","2PT Field Goal",10,"Portland Trail Blazers",-61,85,"Stephen Curry",6
"1074","Golden State Warriors","11/26/16",2016,1,9,47,"shot_yes","Running Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-238,70,"Stephen Curry",-5
"1075","Golden State Warriors","1/28/17",2016,1,8,36,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Los Angeles Clippers",63,287,"Stephen Curry",-4
"1076","Golden State Warriors","1/8/17",2016,1,2,54,"shot_no","Running Jump Shot","2PT Field Goal",14,"Sacramento Kings",143,3,"Stephen Curry",2
"1077","Golden State Warriors","12/7/16",2016,2,0,0,"shot_no","Running Jump Shot","3PT Field Goal",64,"Los Angeles Clippers",164,626,"Stephen Curry",8
"1078","Golden State Warriors","1/16/17",2016,3,10,49,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",168,193,"Stephen Curry",2
"1079","Golden State Warriors","1/6/17",2016,3,5,16,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",120,232,"Stephen Curry",7
"1080","Golden State Warriors","1/16/17",2016,1,3,58,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Cleveland Cavaliers",-202,193,"Stephen Curry",1
"1081","Golden State Warriors","3/31/17",2016,3,6,22,"shot_yes","Running Jump Shot","3PT Field Goal",23,"Houston Rockets",230,65,"Stephen Curry",6
"1082","Golden State Warriors","3/18/17",2016,2,0,27,"shot_yes","Running Jump Shot","3PT Field Goal",33,"Milwaukee Bucks",-143,298,"Stephen Curry",8
"1083","Golden State Warriors","4/4/17",2016,1,3,40,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Minnesota Timberwolves",1,267,"Stephen Curry",1
"1084","Golden State Warriors","12/8/16",2016,3,2,45,"shot_yes","Running Jump Shot","3PT Field Goal",24,"Utah Jazz",125,213,"Stephen Curry",10
"1085","Golden State Warriors","11/13/16",2016,4,5,8,"shot_no","Running Jump Shot","2PT Field Goal",4,"Phoenix Suns",9,43,"Stephen Curry",11
"1086","Golden State Warriors","12/10/16",2016,2,3,3,"shot_no","Running Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",205,159,"Stephen Curry",5
"1087","Golden State Warriors","12/10/16",2016,3,4,42,"shot_no","Running Jump Shot","2PT Field Goal",3,"Memphis Grizzlies",30,7,"Stephen Curry",8
"1088","Golden State Warriors","12/10/16",2016,1,3,23,"shot_no","Running Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",42,249,"Stephen Curry",1
"1089","Golden State Warriors","3/20/17",2016,1,10,9,"shot_no","Running Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-169,174,"Stephen Curry",-6
"1090","Golden State Warriors","10/25/16",2016,2,3,17,"shot_yes","Running Jump Shot","3PT Field Goal",27,"San Antonio Spurs",114,247,"Stephen Curry",5
"1091","Golden State Warriors","1/22/17",2016,3,1,9,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Orlando Magic",177,239,"Stephen Curry",11
"1092","Golden State Warriors","1/22/17",2016,3,9,58,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Orlando Magic",238,95,"Stephen Curry",3
"1093","Golden State Warriors","2/15/17",2016,1,8,34,"shot_yes","Running Jump Shot","2PT Field Goal",9,"Sacramento Kings",88,44,"Stephen Curry",-4
"1094","Golden State Warriors","2/15/17",2016,3,7,34,"shot_yes","Running Jump Shot","3PT Field Goal",30,"Sacramento Kings",-122,283,"Stephen Curry",5
"1095","Golden State Warriors","12/8/16",2016,4,3,26,"shot_no","Running Jump Shot","3PT Field Goal",23,"Utah Jazz",-225,80,"Stephen Curry",13
"1096","Golden State Warriors","2/25/17",2016,2,0,29,"shot_no","Running Jump Shot","3PT Field Goal",26,"Brooklyn Nets",0,267,"Stephen Curry",8
"1097","Golden State Warriors","12/30/16",2016,3,11,18,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Dallas Mavericks",205,149,"Stephen Curry",1
"1098","Golden State Warriors","2/1/17",2016,2,1,19,"shot_yes","Running Jump Shot","3PT Field Goal",31,"Charlotte Hornets",-61,306,"Stephen Curry",7
"1099","Golden State Warriors","2/1/17",2016,1,9,32,"shot_yes","Running Jump Shot","3PT Field Goal",29,"Charlotte Hornets",25,298,"Stephen Curry",-5
"1100","Golden State Warriors","12/20/16",2016,3,8,25,"shot_yes","Running Jump Shot","3PT Field Goal",26,"Utah Jazz",32,262,"Stephen Curry",4
"1101","Golden State Warriors","2/23/17",2016,1,1,38,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Los Angeles Clippers",-32,269,"Stephen Curry",3
"1102","Golden State Warriors","3/31/17",2016,1,10,41,"shot_yes","Running Jump Shot","3PT Field Goal",25,"Houston Rockets",42,249,"Stephen Curry",-6
"1103","Golden State Warriors","2/23/17",2016,1,2,31,"shot_yes","Running Jump Shot","2PT Field Goal",20,"Los Angeles Clippers",-99,175,"Stephen Curry",2
"1104","Golden State Warriors","11/9/16",2016,2,8,10,"shot_yes","Running Jump Shot","3PT Field Goal",30,"Dallas Mavericks",-137,277,"Stephen Curry",0
"1105","Golden State Warriors","3/20/17",2016,1,6,18,"shot_yes","Running Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-228,8,"Stephen Curry",-2
"1106","Golden State Warriors","3/21/17",2016,3,0,0,"shot_no","Running Jump Shot","3PT Field Goal",49,"Dallas Mavericks",191,452,"Stephen Curry",12
"1107","Golden State Warriors","12/28/16",2016,1,7,49,"shot_yes","Running Jump Shot","3PT Field Goal",27,"Toronto Raptors",-29,272,"Stephen Curry",-3
"1108","Golden State Warriors","2/10/17",2016,3,7,5,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",-7,2,"Stephen Curry",5
"1109","Golden State Warriors","1/20/17",2016,1,6,4,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Houston Rockets",4,16,"Stephen Curry",-2
"1110","Golden State Warriors","12/30/16",2016,2,2,13,"shot_no","Running Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-4,23,"Stephen Curry",6
"1111","Golden State Warriors","1/28/17",2016,1,6,21,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,8,"Stephen Curry",-2
"1112","Golden State Warriors","2/2/17",2016,3,6,7,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-1,28,"Stephen Curry",6
"1113","Golden State Warriors","2/2/17",2016,3,9,59,"shot_no","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,7,"Stephen Curry",3
"1114","Golden State Warriors","2/2/17",2016,3,2,1,"shot_no","Running Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",10,21,"Stephen Curry",10
"1115","Golden State Warriors","10/30/16",2016,4,9,51,"shot_no","Running Layup Shot","2PT Field Goal",1,"Phoenix Suns",-2,18,"Stephen Curry",7
"1116","Golden State Warriors","12/7/16",2016,1,4,17,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-6,11,"Stephen Curry",0
"1117","Golden State Warriors","12/7/16",2016,3,7,47,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",6,8,"Stephen Curry",5
"1118","Golden State Warriors","1/6/17",2016,1,4,28,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",10,18,"Stephen Curry",0
"1119","Golden State Warriors","3/21/17",2016,3,6,18,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Dallas Mavericks",15,7,"Stephen Curry",6
"1120","Golden State Warriors","11/18/16",2016,4,4,30,"shot_no","Running Layup Shot","2PT Field Goal",0,"Boston Celtics",-7,3,"Stephen Curry",12
"1121","Golden State Warriors","1/6/17",2016,3,2,50,"shot_no","Running Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",2,7,"Stephen Curry",10
"1122","Golden State Warriors","10/30/16",2016,2,1,46,"shot_yes","Running Layup Shot","2PT Field Goal",5,"Phoenix Suns",-35,36,"Stephen Curry",7
"1123","Golden State Warriors","12/22/16",2016,2,1,59,"shot_no","Running Layup Shot","2PT Field Goal",2,"Brooklyn Nets",-22,-6,"Stephen Curry",7
"1124","Golden State Warriors","1/25/17",2016,2,3,16,"shot_no","Running Layup Shot","2PT Field Goal",1,"Charlotte Hornets",9,7,"Stephen Curry",5
"1125","Golden State Warriors","11/19/16",2016,1,5,9,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",2,0,"Stephen Curry",-1
"1126","Golden State Warriors","11/25/16",2016,1,9,0,"shot_no","Running Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-2,11,"Stephen Curry",-5
"1127","Golden State Warriors","12/1/16",2016,3,5,1,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Houston Rockets",9,16,"Stephen Curry",7
"1128","Golden State Warriors","11/25/16",2016,3,7,37,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Stephen Curry",5
"1129","Golden State Warriors","3/14/17",2016,1,5,21,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,16,"Stephen Curry",-1
"1130","Golden State Warriors","12/8/16",2016,4,1,29,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Utah Jazz",19,2,"Stephen Curry",15
"1131","Golden State Warriors","1/16/17",2016,2,4,18,"shot_no","Running Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",4,2,"Stephen Curry",4
"1132","Golden State Warriors","11/16/16",2016,3,7,27,"shot_yes","Running Layup Shot","2PT Field Goal",3,"Toronto Raptors",35,-6,"Stephen Curry",5
"1133","Golden State Warriors","2/11/17",2016,1,3,19,"shot_yes","Running Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",10,7,"Stephen Curry",1
"1134","Golden State Warriors","2/25/17",2016,3,0,2,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Brooklyn Nets",20,7,"Stephen Curry",12
"1135","Golden State Warriors","11/16/16",2016,2,3,20,"shot_yes","Running Layup Shot","2PT Field Goal",0,"Toronto Raptors",-1,3,"Stephen Curry",5
"1136","Golden State Warriors","1/8/17",2016,3,3,1,"shot_yes","Running Layup Shot","2PT Field Goal",2,"Sacramento Kings",-2,21,"Stephen Curry",9
"1137","Golden State Warriors","3/20/17",2016,1,5,50,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-42,257,"Stephen Curry",-1
"1138","Golden State Warriors","1/22/17",2016,2,2,51,"shot_yes","Running Pull-Up Jump Shot","3PT Field Goal",28,"Orlando Magic",10,282,"Stephen Curry",6
"1139","Golden State Warriors","3/6/17",2016,2,0,37,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",27,"Atlanta Hawks",-109,249,"Stephen Curry",8
"1140","Golden State Warriors","3/20/17",2016,1,8,33,"shot_yes","Running Pull-Up Jump Shot","3PT Field Goal",23,"Oklahoma City Thunder",51,234,"Stephen Curry",-4
"1141","Golden State Warriors","11/25/16",2016,4,6,9,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",111,232,"Stephen Curry",10
"1142","Golden State Warriors","11/25/16",2016,1,7,28,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-180,163,"Stephen Curry",-3
"1143","Golden State Warriors","3/2/17",2016,4,1,1,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",25,"Chicago Bulls",55,249,"Stephen Curry",15
"1144","Golden State Warriors","12/7/16",2016,3,8,5,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",141,223,"Stephen Curry",4
"1145","Golden State Warriors","2/2/17",2016,1,11,13,"shot_no","Running Pull-Up Jump Shot","3PT Field Goal",28,"Los Angeles Clippers",-9,282,"Stephen Curry",-7
"1146","Golden State Warriors","3/18/17",2016,1,0,35,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",4,16,"Stephen Curry",4
"1147","Golden State Warriors","3/18/17",2016,1,6,51,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",2,"Milwaukee Bucks",-19,7,"Stephen Curry",-2
"1148","Golden State Warriors","3/28/17",2016,1,2,44,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",12,-6,"Stephen Curry",2
"1149","Golden State Warriors","11/18/16",2016,1,11,6,"shot_no","Running Reverse Layup Shot","2PT Field Goal",1,"Boston Celtics",9,8,"Stephen Curry",-7
"1150","Golden State Warriors","1/28/17",2016,3,1,46,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,11,"Stephen Curry",11
"1151","Golden State Warriors","12/20/16",2016,1,3,28,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",0,"Utah Jazz",-2,7,"Stephen Curry",1
"1152","Golden State Warriors","3/2/17",2016,1,9,35,"shot_no","Running Reverse Layup Shot","2PT Field Goal",1,"Chicago Bulls",-17,8,"Stephen Curry",-5
"1153","Golden State Warriors","11/13/16",2016,1,9,14,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",0,"Phoenix Suns",-9,3,"Stephen Curry",-5
"1154","Golden State Warriors","1/18/17",2016,2,0,14,"shot_yes","Running Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",14,7,"Stephen Curry",8
"1155","Golden State Warriors","3/26/17",2016,1,8,48,"shot_no","Running Reverse Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-11,21,"Stephen Curry",-4
"1156","Golden State Warriors","11/26/16",2016,1,0,30,"shot_no","Running Reverse Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,23,"Stephen Curry",4
"1157","Golden State Warriors","10/30/16",2016,2,5,16,"shot_no","Step Back Bank Jump Shot","2PT Field Goal",13,"Phoenix Suns",-129,43,"Stephen Curry",3
"1158","Golden State Warriors","12/22/16",2016,2,0,39,"shot_yes","Step Back Bank Jump Shot","2PT Field Goal",14,"Brooklyn Nets",-104,100,"Stephen Curry",8
"1159","Golden State Warriors","3/31/17",2016,1,5,35,"shot_no","Step Back Jump shot","2PT Field Goal",14,"Houston Rockets",-16,149,"Stephen Curry",-1
